Latitude,Longitude,Path
-25.11012587,151.7144047,3
-25.1092783,151.7141062,3
-25.13142285,151.7274077,3
-25.14418684,151.7355921,3
-25.148056,151.7372715,3
-25.1434474,151.7402197,3
-25.1457478,151.7465207,3
-25.14658576,151.7538387,3
-25.1503943,151.7569542,3
-25.1531263,151.7557899,3
-25.1527123,151.7467267,3
-25.1597733,151.7490545,3
-25.1618512,151.7503689,3
-25.1655865,151.7523638,3
-25.16255532,151.7560336,3
-25.17236049,151.7543555,3
-25.1723032,151.7524128,3
-25.1704034,151.7438779,3
-25.1700977,151.7415087,3
-25.1652122,151.7388889,3
-25.168164,151.7352589,3
-25.1712804,151.7349272,3
-25.1757829,151.7355234,3
-25.1787505,151.7376214,3
-25.1806504,151.7391838,3
-25.181647,151.7388992,3
-25.18568454,151.7270162,3
-25.1897264,151.7274035,3
-25.1923836,151.7249714,3
-25.1931663,151.7281626,3
-25.19629598,151.7235189,3
-25.1994201,151.7201433,3
-25.19205479,151.7206349,3
-25.1849874,151.7220094,3
-25.1839561,151.7201126,3
-25.1787281,151.7146635,3
-25.1733061,151.7140173,3
-25.17359357,151.7170391,3
-25.1690166,151.7132176,3
-25.1620474,151.7091441,3
-25.1604742,151.7193418,3
-25.1546011,151.7218765,3
-25.1502964,151.7266531,3
-25.1483221,151.7266267,3
-25.1548413,151.7350493,3
-25.15975275,151.7419145,3
-25.1639868,151.7340791,3
-25.1621092,151.7293234,3
-25.1663904,151.7291056,3
-25.1717615,151.7257625,3
-25.1745689,151.7249389,3
-25.1808942,151.7062812,3
-25.189897,151.7127305,3
-25.1926884,151.7052483,3
-25.1988317,151.7318688,3
-25.1967276,151.7393661,3
-25.1940448,151.7398871,3
-25.1953376,151.7473701,3
-25.1941211,151.7480698,3
-25.19448236,151.7534373,3
-25.2008274,151.75941,3
-25.1970234,151.7729462,3
-25.1995047,151.7795596,3
-25.19549967,151.7826162,3
-25.1980654,151.7898335,3
-25.1934324,151.7930031,3
-25.19141527,151.793615,3
-25.1875641,151.7925449,3
-25.1915663,151.7992291,3
-25.1910963,151.8004906,3
-25.1945134,151.802024,3
-25.19486487,151.8010628,3
-25.1875001,151.7838579,3
-25.1748253,151.7858111,3
-25.1717129,151.7785926,3
-25.16576622,151.7773563,3
-25.1685552,151.7685063,3
-25.1560589,151.8025722,3
-25.1586874,151.8064823,3
-25.1604356,151.8084247,3
-25.1592908,151.8105286,3
-25.14381,151.8265081,3
-25.12562787,151.8392554,3
-25.1255974,151.8413275,3
-25.1234514,151.8453899,3
-25.1206251,151.8452523,3
-25.1192355,151.8465622,3
-25.1144836,151.8512536,3
-25.1122475,151.8571464,3
-25.10879155,151.8578401,3
-25.1077049,151.8562702,3
-25.1059271,151.8625149,3
-25.1013605,151.8561115,3
-25.099978,151.8575762,3
-25.09785208,151.8608172,3
-25.0955467,151.8640504,3
-25.0913393,151.8641504,3
-25.0935243,151.8576659,3
-25.0891822,151.8568504,3
-25.0870956,151.8564623,3
-25.0829469,151.858648,3
-25.08184382,151.8535747,3
-25.0776475,151.8546652,3
-25.0868875,151.8500571,3
-25.0909383,151.8501642,3
-25.09545638,151.8483158,3
-25.09387236,151.8411027,3
-25.0914586,151.8414965,3
-25.08813918,151.8438375,3
-25.0917997,151.8354023,3
-25.0938713,151.8367444,3
-25.1001703,151.8423199,3
-25.1024755,151.83859,3
-25.1051286,151.8439332,3
-25.1115114,151.8397412,3
-25.1124531,151.8341382,3
-25.11787998,151.838625,3
-25.1214842,151.8356795,3
-25.120949,151.8542646,3
-25.1291589,151.8580226,3
-25.1278723,151.8608841,3
-25.12938419,151.8654137,3
-25.1311379,151.8683635,3
-25.133112,151.8669016,3
-25.13513399,151.8666277,3
-25.13529455,151.8627834,3
-25.13902175,151.8668535,3
-25.13945547,151.8716266,3
-25.1384019,151.8724326,3
-25.1390738,151.877277,3
-25.1386657,151.8775693,3
-25.1389839,151.8822787,3
-25.1383071,151.8864497,3
-25.1355519,151.8885241,3
-25.13333541,151.8941652,3
-25.13429483,151.8962811,3
-25.13911464,151.8944489,3
-25.1424724,151.8938031,3
-25.14266805,151.8964595,3
-25.14943485,151.8910206,3
-25.15054314,151.893389,3
-25.15234942,151.8911035,3
-25.1544322,151.8930797,3
-25.1615929,151.8959378,3
-25.16581746,151.8967102,3
-25.1609804,151.9032058,3
-25.1555987,151.9082833,3
-25.15003789,151.8859982,3
-25.150321,151.8847692,3
-25.15124625,151.8844281,3
-25.14986545,151.8818061,3
-25.14727037,151.884139,3
-25.14669026,151.8832521,3
-25.14567705,151.8801201,3
-25.1491257,151.8751253,3
-25.1494012,151.8735666,3
-25.15043317,151.8705126,3
-25.1492126,151.8701295,3
-25.147666,151.8697104,3
-25.14432665,151.8711517,3
-25.143351,151.8705045,3
-25.14488996,151.8667417,3
-25.14392771,151.866278,3
-25.1426258,151.8640648,3
-25.1546488,151.862603,3
-25.1580636,151.8624271,3
-25.1581502,151.8621243,3
-25.15721807,151.8597528,3
-25.1551022,151.867611,3
-25.1556762,151.8739682,3
-25.1552303,151.8793507,3
-25.15500441,151.8843892,3
-25.1619761,151.8774953,3
-25.1669416,151.8756593,3
-25.16467955,151.8688328,3
-25.16236778,151.8688935,3
-25.169667,151.8647692,3
-25.1712328,151.8681373,3
-25.17491667,151.8715672,3
-25.1738947,151.8631549,3
-25.18296336,151.8656899,3
-25.1872574,151.8702842,3
-25.18353,151.8733335,3
-25.18923458,151.8776164,3
-25.1947499,151.8747177,3
-25.19798304,151.874357,3
-25.2027706,151.8740884,3
-25.19656419,151.8801786,3
-25.1829418,151.881731,3
-25.18582347,151.8506154,3
-25.13108165,151.8749936,3
-25.1298123,151.8723356,3
-25.123243,151.8719787,3
-25.12203746,151.8733463,3
-25.12060607,151.8743824,3
-25.12095814,151.8796941,3
-25.13231185,151.8791451,3
-25.1197852,151.8643551,3
-25.1167445,151.8633394,3
-25.1165858,151.8670618,3
-25.0843823,151.8671982,3
-25.08048533,151.8696247,3
-25.0794882,151.8687657,3
-25.08617986,151.8214898,3
-25.08948559,151.8195977,3
-25.0909325,151.8185676,3
-25.09337587,151.8168873,3
-25.0986421,151.8161009,3
-25.0776435,151.819683,4
-25.09319958,151.8106197,4
-25.08936428,151.8071217,4
-25.08746293,151.807631,4
-25.08712583,151.8132372,4
-25.08265506,151.8158726,4
-25.0668523,151.8169759,4
-25.0670841,151.8107078,4
-25.0644217,151.8092557,4
-25.0843677,151.7847951,4
-25.0841616,151.7840356,4
-25.0917454,151.7898339,4
-25.0943203,151.7905264,4
-25.0948685,151.7871956,4
-25.09421984,151.798252,4
-25.1012055,151.7973791,4
-25.1242112,151.792273,4
-25.2043952,151.7410005,4
-25.03158866,151.8661855,4
-25.02900821,151.8628356,4
-25.0267049,151.8635755,4
-25.02376873,151.8627637,4
-25.0217952,151.8651783,4
-25.017379,151.8673449,4
-25.01744571,151.8680635,4
-25.0123713,151.8728335,4
-25.01606181,151.8759777,4
-25.0138145,151.8796428,4
-25.0145569,151.8821835,4
-25.0187379,151.885315,4
-25.01825451,151.8917784,4
-25.01865606,151.8953986,4
-25.0193201,151.897024,4
-25.02299079,151.8955992,4
-25.0229423,151.8934923,4
-25.02515002,151.8925523,4
-25.02651151,151.8876777,4
-25.0276241,151.8852921,4
-25.02913333,151.8837208,4
-25.0313628,151.881288,4
-25.0333264,151.8852816,4
-25.0355798,151.8893978,4
-25.03106906,151.8901609,4
-25.0319526,151.9005072,4
-25.0372254,151.9002478,4
-25.0281128,151.9063615,4
-25.0278602,151.9086873,4
-25.026216,151.9169819,4
-25.021008,151.9168905,4
-25.0211307,151.9191329,4
-25.0158082,151.9196485,4
-25.0157378,151.9186018,4
-25.0106433,151.9126845,4
-25.0034315,151.9129254,4
-24.9982843,151.9147931,4
-24.9979295,151.9086723,4
-24.9910489,151.9060747,4
-24.9906806,151.9096237,4
-24.9850717,151.9142153,4
-24.98593698,151.9175693,4
-24.98929488,151.9186907,4
-24.9895488,151.9209851,4
-24.98902463,151.9224075,4
-24.9883058,151.9221002,4
-24.98644762,151.921907,4
-24.9836967,151.9225234,4
-24.98758069,151.9296008,4
-24.9889507,151.9291436,4
-24.99213696,151.9280792,4
-24.9923578,151.9293196,4
-24.9959709,151.9337627,4
-25.0019192,151.9396263,4
-25.0051433,151.9411757,4
-25.0015487,151.9453825,4
-25.0028791,151.9505207,4
-25.012769,151.9545391,4
-25.0136598,151.9451873,4
-25.014136,151.945031,4
-25.0145466,151.9366346,4
-25.0177963,151.9323725,4
-25.0116868,151.9289983,4
-25.0066192,151.9253093,4
-25.00410039,151.9244718,4
-25.0050602,151.9193558,4
-25.0036653,151.9191522,4
-24.99777966,151.9246437,4
-24.99452242,151.9219601,4
-24.9875761,151.9362266,4
-24.9859769,151.9388467,4
-24.9878525,151.9425877,4
-24.9886853,151.9496606,4
-24.98206839,151.9381207,4
-24.981752,151.933491,4
-24.98005183,151.9326747,4
-24.9780943,151.9287615,4
-24.9751796,151.9293218,4
-24.974243,151.9222092,4
-24.9698207,151.9161862,4
-24.9723651,151.9140663,4
-24.9754544,151.9083696,4
-24.9753827,151.9050336,4
-24.9759956,151.9008981,4
-24.9807571,151.9035828,4
-24.9813989,151.9050821,4
-24.981004,151.8982964,4
-24.9861153,151.8933995,4
-24.99120493,151.8968684,4
-24.9926873,151.8981685,4
-24.99987799,151.8959369,4
-25.0003334,151.8979849,4
-25.00081754,151.8917648,4
-25.00059925,151.8912055,4
-24.998989,151.8908147,4
-24.99802081,151.8902115,4
-25.0020897,151.8889253,4
-25.0060685,151.8834149,4
-25.00612861,151.8775405,4
-25.00107575,151.8723072,4
-24.9975574,151.8745567,4
-24.9975142,151.8749101,4
-24.99451692,151.8719304,4
-24.9942695,151.8716864,4
-24.99428511,151.8667019,4
-24.9940358,151.8648295,4
-24.99083625,151.8627336,4
-24.9970954,151.8616212,4
-25.002006,151.8646621,4
-25.0011428,151.8675104,4
-25.0032671,151.8683019,4
-24.9976278,151.8802284,4
-24.9883977,151.8753201,4
-24.9827559,151.878757,4
-24.975745,151.8765487,4
-24.9726493,151.8747514,4
-24.9715314,151.8802593,4
-24.9709651,151.8874372,4
-24.965687,151.8844875,4
-24.9607737,151.8901076,4
-24.9563076,151.8873865,4
-24.9541061,151.8891404,4
-24.95489131,151.8923259,4
-24.95617886,151.8939077,4
-24.9516856,151.8938908,4
-24.950256,151.894991,4
-24.94829447,151.8907212,4
-24.9474857,151.8886425,4
-24.94411769,151.8872679,4
-24.9462344,151.8828136,4
-24.9491408,151.8826794,4
-24.94975314,151.8803488,4
-24.9507049,151.8754845,4
-24.956652,151.8717266,4
-24.95224968,151.8671036,4
-24.945596,151.8641426,4
-24.939959,151.8661465,4
-24.9402418,151.8719414,4
-24.93834102,151.8717179,4
-24.9350994,151.8710418,4
-24.93020762,151.872127,4
-24.9314354,151.8747831,4
-24.9299495,151.8790216,4
-24.9304131,151.8815276,4
-24.9274627,151.8767916,4
-24.9268168,151.8750144,4
-24.9226914,151.8723932,4
-24.92175884,151.8700418,4
-24.92098866,151.8702861,4
