Latitude,Longitude,Path
-25.0776435,151.819683,1
-25.0742515,151.8218035,1
-25.0755171,151.8149663,1
-25.08078495,151.8110146,1
-25.08154052,151.8104641,1
-25.0816187,151.8100715,1
-25.07987117,151.8089555,1
-25.07694761,151.8036738,1
-25.0774383,151.8007492,1
-25.07632876,151.7974018,1
-25.07585547,151.7970756,1
-25.0768587,151.7948384,1
-25.07811544,151.7941352,1
-25.0794778,151.7937923,1
-25.0838611,151.7959716,1
-25.08211482,151.7986995,1
-25.0811595,151.8008185,1
-25.087945,151.7996915,1
-25.08866917,151.8030063,1
-25.0921119,151.8040365,1
-25.093939,151.8048395,1
-25.0981336,151.8041281,1
-25.1026817,151.8028344,1
-25.10736529,151.8019172,1
-25.1121826,151.798501,1
-25.112638,151.7920166,1
-25.1091276,151.7900534,1
-25.1055929,151.7895157,1
-25.1022982,151.7885576,1
-25.10179623,151.7858932,1
-25.1018662,151.7787988,1
-25.1050974,151.7792603,1
-25.1032908,151.771683,1
-25.1014327,151.7710475,1
-25.0954903,151.7697947,1
-25.0940649,151.7728253,1
-25.0944347,151.7745258,1
-25.09431603,151.7795014,1
-25.09459169,151.781193,1
-25.0894592,151.7791279,1
-25.08873569,151.7735084,1
-25.0845723,151.7670364,1
-25.085426,151.7662391,1
-25.0822792,151.7694041,1
-25.07882273,151.769731,1
-25.078892,151.7727001,1
-25.0800213,151.7797436,1
-25.075609,151.7825152,1
-25.07651157,151.7891102,1
-25.0747302,151.792297,1
-25.07231285,151.7955277,1
-25.0704286,151.7938793,1
-25.0705434,151.7983775,1
-25.0659397,151.7938994,1
-25.0650518,151.7907551,1
-25.06799437,151.7871344,1
-25.0651277,151.7854349,1
-25.06520331,151.7850325,1
-25.061947,151.780738,1
-25.0588276,151.7784844,1
-25.0561388,151.7774568,1
-25.0569105,151.7724644,1
-25.0634469,151.7686761,1
-25.063781,151.7657535,1
-25.0624373,151.7642934,1
-25.0629256,151.7618241,1
-25.0651851,151.7636564,1
-25.06775786,151.760078,1
-25.06841001,151.7578993,1
-25.0698045,151.7626199,1
-25.0727731,151.759102,1
-25.07320896,151.755107,1
-25.07534,151.7542363,1
-25.0760976,151.7541569,1
-25.07428771,151.7512832,1
-25.0745164,151.7462058,1
-25.0697729,151.7493358,1
-25.0686865,151.7523203,1
-25.0685187,151.7463481,1
-25.066144,151.7426318,1
-25.06631922,151.7358141,1
-25.06324449,151.7353394,1
-25.062454,151.7348868,1
-25.0624358,151.7278458,1
-25.0613785,151.7244021,1
-25.0647418,151.725027,1
-25.0563314,151.7252947,1
-25.0557959,151.720532,1
-25.0554703,151.7158871,1
-25.0589322,151.7154833,1
-25.05893151,151.7127723,1
-25.0489781,151.7191316,1
-25.04570159,151.7198929,1
-25.0434979,151.7219866,1
-25.0425628,151.7137943,1
-25.0451896,151.7093361,1
-25.0349516,151.715019,1
-25.0352598,151.7211993,1
-25.039892,151.7369086,1
-25.038025,151.737621,1
-25.0414459,151.7448185,1
-25.0414387,151.7466766,1
-25.04070353,151.7476821,1
-25.0426594,151.7569428,1
-25.047288,151.763109,1
-25.0419775,151.7665398,1
-25.0355248,151.7659824,1
-25.0350542,151.75817,1
-25.0492017,151.7532366,1
-25.0496574,151.7465032,1
-25.0547953,151.7478299,1
-25.05693032,151.7480293,1
-25.0582796,151.7466862,1
-25.0603836,151.7461529,1
-25.06343085,151.7510746,1
-25.0608841,151.757526,1
-25.0554139,151.7578939,1
-25.05641711,151.7614343,1
-25.0665341,151.7719521,1
-25.08004999,151.7647069,1
-25.08210364,151.7629507,1
-25.0822223,151.7564536,1
-25.0879093,151.7595487,1
-25.0901613,151.7541213,1
-25.0861944,151.7480042,1
-25.0892983,151.7460174,1
-25.08437,151.7435863,1
-25.0824076,151.7464691,1
-25.08557127,151.7386029,1
-25.08483501,151.7317355,1
-25.0911624,151.7303704,1
-25.0973221,151.7296972,1
-25.1021934,151.7316786,1
-25.1067709,151.7330136,1
-25.1083718,151.7329677,1
-25.10762433,151.7260841,1
-25.1073677,151.7199341,1
-25.1049209,151.7143566,1
-25.1010878,151.7124973,1
-25.1002872,151.7130219,1
-25.097361,151.7132063,1
-25.1005886,151.7182198,1
-25.1003426,151.725026,1
-25.0904829,151.7226483,1
-25.0832953,151.711081,1
-25.0833444,151.7094277,1
-25.07854424,151.7103031,1
-25.0759325,151.7223006,1
-25.077766,151.7287316,1
-25.0733855,151.7368646,1
-25.0781556,151.7385897,1
-25.05729821,151.7399589,1
-25.0558051,151.7301029,1
-25.0482218,151.7362341,1
-25.0456058,151.7741996,1
-25.0449916,151.7774461,1
-25.0414146,151.7828414,1
-25.037621,151.7822641,1
-25.0411359,151.789828,1
-25.04554397,151.7919014,1
-25.0483004,151.788524,1
-25.048633,151.7831667,1
-25.0541874,151.79568,1
-25.05614264,151.7979388,1
-25.0593686,151.7942791,1
-25.060471,151.7919556,1
-25.057099,151.8028583,1
-25.0542096,151.8081831,1
-25.0562586,151.8127905,1
-25.0549826,151.8159817,1
-25.0528047,151.8186562,1
-25.0505596,151.8193369,1
-25.04747545,151.8167697,1
-25.04647527,151.8188529,1
-25.0420731,151.8176949,1
-25.03984608,151.8178096,1
-25.03781,151.8165349,1
-25.0340747,151.8142861,1
-25.0282213,151.8116705,1
-25.0222958,151.8133382,1
-25.0205654,151.8167746,1
-25.0231376,151.8176163,1
-25.0231398,151.8205163,1
-25.02327379,151.826339,1
-25.0229353,151.8295429,1
-25.02273057,151.8295166,1
-25.02181578,151.8310347,1
-25.02131791,151.8337589,1
-25.0200477,151.8359706,1
-25.02064604,151.8373898,1
-25.01898131,151.8403188,1
-25.0138219,151.8367071,1
-25.01452411,151.832281,1
-25.0134408,151.8288045,1
-25.01390821,151.8261863,1
-25.01842559,151.825273,1
-25.01777169,151.8167391,1
-25.0212794,151.8086532,1
-25.02841729,151.8015269,1
-25.0321623,151.8034029,1
-25.0321441,151.805214,1
-25.0379336,151.8074032,1
-25.0390752,151.8049767,1
-25.039742,151.8029144,1
-25.04110547,151.8006843,1
-25.04422463,151.8027718,1
-25.05018209,151.8026592,1
-25.0401373,151.8110474,1
-25.0346183,151.8215561,1
-25.03885702,151.8249787,1
-25.04007277,151.8289278,1
-25.0403543,151.8313341,1
-25.0378562,151.8322368,1
-25.0342897,151.8311375,1
-25.03502154,151.829116,1
-25.02997676,151.8292433,1
-25.0286464,151.8344552,1
-25.02859859,151.8365132,1
-25.0291846,151.8412694,1
-25.03131081,151.843875,1
-25.0333685,151.8498546,1
-25.03337543,151.8536375,1
-25.0315688,151.8541836,1
-25.0323349,151.8558923,1
-25.02925143,151.8547442,1
-25.02540505,151.8539417,1
-25.02259466,151.8537904,1
-25.0202819,151.8575348,1
-25.02154482,151.8584151,1
-25.0181117,151.8567394,1
-25.0163562,151.8607054,1
-25.0103988,151.8622427,1
-25.0072347,151.8572295,1
-25.0099676,151.8541347,1
-25.01142729,151.8545445,1
-25.0154938,151.8465056,1
-25.0195583,151.8482828,1
-25.02530136,151.8496088,1
-25.02578926,151.8469585,1
-25.02540727,151.8431947,1
-25.0252104,151.8334473,1
-25.02877075,151.8193553,1
-25.04392965,151.830968,1
-25.04747077,151.8323687,1
-25.04844155,151.8319831,1
-25.0483057,151.8300701,1
-25.05361,151.8292053,1
-25.0564531,151.8249709,1
-25.04727798,151.8241891,1
-25.04674518,151.8358237,1
-25.0475958,151.8363747,1
-25.0776435,151.819683,2
-25.05061479,151.838752,2
-25.0524175,151.8379729,2
-25.0510257,151.8417141,2
-25.05018673,151.8456501,2
-25.04709804,151.847762,2
-25.0488301,151.8539497,2
-25.04389674,151.855094,2
-25.04034752,151.8529244,2
-25.03840719,151.8489309,2
-25.03719923,151.8483418,2
-25.0407244,151.845361,2
-25.0430142,151.8410399,2
-25.040406,151.8396669,2
-25.0394685,151.8578863,2
-25.0375185,151.8583825,2
-25.0379491,151.8630045,2
-25.0359769,151.8628461,2
-25.0392539,151.865985,2
-25.0431848,151.8649963,2
-25.0445452,151.863106,2
-25.04798106,151.8613062,2
-25.0531565,151.8611688,2
-25.0577224,151.8611589,2
-25.0603397,151.8589499,2
-25.0653544,151.8605807,2
-25.067792,151.8599133,2
-25.0727521,151.861509,2
-25.0684328,151.8674982,2
-25.063673,151.8678313,2
-25.0542871,151.8721571,2
-25.0557944,151.8551747,2
-25.0648043,151.849192,2
-25.0673009,151.8504468,2
-25.0717194,151.844659,2
-25.072572,151.8395078,2
-25.0683359,151.8407437,2
-25.0628495,151.8381882,2
-25.0607102,151.8418682,2
-25.0645885,151.8330169,2
-25.067253,151.8254988,2
-25.0711272,151.8284814,2
-25.0763962,151.8341224,2
-25.0793079,151.8348552,2
-25.0864877,151.8306866,2
-25.0864504,151.8292827,2
-25.08837252,151.8249388,2
-25.09162921,151.8241285,2
-25.0927268,151.8244289,2
-25.0939947,151.8282776,2
-25.096625,151.8234755,2
-25.09885821,151.8234684,2
-25.0999964,151.8221004,2
-25.10144877,151.8230136,2
-25.10261874,151.8219948,2
-25.1037523,151.8232295,2
-25.105322,151.8225969,2
-25.11021591,151.8263119,2
-25.1133252,151.8224123,2
-25.1148666,151.8259014,2
-25.1197006,151.8279806,2
-25.1261788,151.8278441,2
-25.12680099,151.8290552,2
-25.12652215,151.823954,2
-25.12376075,151.8214774,2
-25.12347619,151.8216012,2
-25.1172852,151.8142293,2
-25.1109343,151.8150333,2
-25.1119558,151.8061529,2
-25.1196946,151.8058875,2
-25.1201762,151.8058306,2
-25.1223534,151.8046552,2
-25.1303749,151.80523,2
-25.1330619,151.8093031,2
-25.1316256,151.8139291,2
-25.1345973,151.8201321,2
-25.136832,151.8186828,2
-25.1333022,151.8229044,2
-25.1322951,151.8275833,2
-25.1379046,151.8361098,2
-25.13997973,151.8356935,2
-25.13655769,151.8379602,2
-25.13457227,151.8394215,2
-25.13737019,151.8455013,2
-25.1323293,151.8506956,2
-25.1349016,151.8535366,2
-25.14100079,151.8544992,2
-25.1442667,151.8551483,2
-25.1460594,151.8533412,2
-25.1526794,151.8523182,2
-25.15291561,151.8510639,2
-25.1570328,151.8545912,2
-25.1572304,151.8563497,2
-25.15850228,151.8563353,2
-25.16050744,151.8544583,2
-25.16022061,151.8529994,2
-25.1581245,151.8499215,2
-25.16205071,151.8497069,2
-25.16383032,151.8510294,2
-25.1693097,151.8519913,2
-25.1751616,151.8484329,2
-25.1790319,151.8525636,2
-25.1798919,151.854128,2
-25.18028933,151.8549255,2
-25.1819304,151.8568026,2
-25.1887683,151.8563509,2
-25.1884372,151.8614063,2
-25.1877324,151.8615581,2
-25.1883202,151.8651798,2
-25.191578,151.8622726,2
-25.19369479,151.8632024,2
-25.19535708,151.8636599,2
-25.19424653,151.8586024,2
-25.1972353,151.8571206,2
-25.199366,151.8554539,2
-25.1982203,151.844745,2
-25.19682706,151.8440464,2
-25.1906248,151.8439205,2
-25.1893535,151.8407278,2
-25.1838431,151.8418737,2
-25.1826026,151.8415319,2
-25.1782075,151.8430033,2
-25.17765288,151.8426359,2
-25.168129,151.8425018,2
-25.1640689,151.844305,2
-25.16335655,151.8439319,2
-25.15784035,151.8444517,2
-25.15087056,151.8391007,2
-25.14997765,151.8375764,2
-25.15090536,151.8348934,2
-25.1503028,151.8321758,2
-25.14960983,151.8312381,2
-25.14791143,151.8326311,2
-25.14603661,151.8316023,2
-25.1454276,151.8351128,2
-25.14711048,151.8396258,2
-25.1481212,151.8446276,2
-25.1443395,151.8441354,2
-25.1550185,151.8341374,2
-25.1594389,151.8326968,2
-25.1651075,151.8368895,2
-25.1704315,151.8335484,2
-25.1743239,151.8310753,2
-25.1795733,151.8278335,2
-25.1829868,151.8320392,2
-25.1836748,151.8210325,2
-25.1810993,151.8191251,2
-25.1887918,151.8183884,2
-25.1952301,151.81509,2
-25.1975591,151.8232938,2
-25.20030359,151.8229517,2
-25.1982828,151.8296385,2
-25.1970642,151.833179,2
-25.2011514,151.8324198,2
-25.1924936,151.8281989,2
-25.1885828,151.8090656,2
-25.1852959,151.8093182,2
-25.1837249,151.8064116,2
-25.1816788,151.8038362,2
-25.18069636,151.8001964,2
-25.1831252,151.7983629,2
-25.17989305,151.793833,2
-25.1815647,151.7892985,2
-25.180851,151.783934,2
-25.1780746,151.7825946,2
-25.178332,151.7782626,2
-25.1767149,151.7715686,2
-25.1834806,151.7725194,2
-25.1868516,151.7744751,2
-25.189787,151.7733726,2
-25.1913376,151.7680087,2
-25.192909,151.7640856,2
-25.186073,151.7687189,2
-25.1878446,151.7567195,2
-25.1869214,151.7512108,2
-25.1878223,151.748294,2
-25.183428,151.7515946,2
-25.1809952,151.7573041,2
-25.1759842,151.7611698,2
-25.1694742,151.7596014,2
-25.1672204,151.7621759,2
-25.1649066,151.7608464,2
-25.1630772,151.7630952,2
-25.15917,151.7645895,2
-25.15791674,151.7716477,2
-25.15952923,151.7729581,2
-25.1619698,151.7778763,2
-25.1619737,151.7818353,2
-25.1625232,151.7835541,2
-25.1618141,151.7847542,2
-25.1606111,151.7876597,2
-25.1562009,151.7860901,2
-25.15562309,151.7928583,2
-25.1543358,151.7945486,2
-25.160953,151.7936107,2
-25.1651151,151.7937632,2
-25.1697536,151.7967853,2
-25.1757681,151.7987261,2
-25.17705141,151.8063048,2
-25.17651254,151.8101796,2
-25.18047721,151.8075048,2
-25.1726851,151.80664,2
-25.1721067,151.8070181,2
-25.1710597,151.8068701,2
-25.1674441,151.8116852,2
-25.1684246,151.8140326,2
-25.17008475,151.8134999,2
-25.1733017,151.8178143,2
-25.168387,151.8225352,2
-25.167885,151.8239527,2
-25.1634714,151.8207603,2
-25.1549577,151.8243553,2
-25.1532648,151.8234562,2
-25.1538785,151.8214829,2
-25.1499325,151.8165829,2
-25.1487417,151.8164321,2
-25.1482083,151.8158772,2
-25.14710719,151.8144183,2
-25.14711275,151.8097214,2
-25.1421945,151.8103937,2
-25.14862789,151.8025537,2
-25.1463974,151.8002441,2
-25.1455918,151.7998089,2
-25.1430246,151.7956883,2
-25.146795,151.7926159,2
-25.14241608,151.7892009,2
-25.14378,151.7848789,2
-25.1481236,151.782298,2
-25.1538389,151.7739877,2
-25.1532745,151.7721095,2
-25.1465598,151.7677396,2
-25.1443447,151.7646519,2
-25.1450507,151.7625574,2
-25.1451057,151.7593188,2
-25.14292204,151.7553631,2
-25.1424633,151.754845,2
-25.1400758,151.7557778,2
-25.14002047,151.7514168,2
-25.1371963,151.7476997,2
-25.132344,151.7414572,2
-25.12849306,151.7394733,2
-25.1264209,151.7388981,2
-25.1272768,151.7360513,2
-25.12141576,151.741485,2
-25.1185647,151.7373442,2
-25.11565738,151.7342069,2
-25.1132415,151.738975,2
-25.113198,151.7468553,2
-25.1147927,151.750797,2
-25.1164407,151.7503676,2
-25.0776435,151.819683,3
-25.1123876,151.7568827,3
-25.1111798,151.7568244,3
-25.106269,151.7550288,3
-25.1016317,151.7485726,3
-25.1001633,151.7453982,3
-25.0975385,151.7502589,3
-25.0972753,151.7586071,3
-25.0987708,151.7644324,3
-25.1080154,151.7683794,3
-25.1142073,151.7691879,3
-25.1170446,151.7706397,3
-25.1133564,151.7734928,3
-25.11308882,151.7792622,3
-25.1140114,151.7840162,3
-25.1152454,151.7862478,3
-25.1218994,151.7796747,3
-25.124228,151.7737143,3
-25.1293492,151.7732991,3
-25.129492,151.7768316,3
-25.13159241,151.7837158,3
-25.130676,151.7861516,3
-25.1291349,151.7861872,3
-25.1303385,151.789922,3
-25.1306165,151.7960684,3
-25.1335465,151.7992158,3
-25.1364797,151.7881697,3
-25.1373865,151.7819963,3
-25.1364069,151.77616,3
-25.14173176,151.7743278,3
-25.1422819,151.7720276,3
-25.1339113,151.770093,3
-25.13369939,151.7685,3
-25.1326686,151.7640705,3
-25.1347661,151.7629029,3
-25.1285671,151.7577409,3
-25.122401,151.7598425,3
-25.1256694,151.7495052,3
-25.13687232,151.7349942,3
-25.14286407,151.7315767,3
-25.1419108,151.7281892,3
-25.14099822,151.7269576,3
-25.1395095,151.7263724,3
-25.1441511,151.7263235,3
-25.14338737,151.7226715,3
-25.1464268,151.7200581,3
-25.14876279,151.7176669,3
-25.14918135,151.7163206,3
-25.1523449,151.713884,3
-25.1468698,151.7090623,3
-25.1454477,151.7048842,3
-25.141239,151.7119669,3
-25.1446012,151.7136736,3
-25.1396778,151.7198721,3
-25.1352422,151.7207477,3
-25.1350852,151.714694,3
-25.1285876,151.7061228,3
-25.1266184,151.7068082,3
-25.1215682,151.7061198,3
-25.1181062,151.7086706,3
-25.1196927,151.7172139,3
-25.1223182,151.7198851,3
-25.12444875,151.7193299,3
-25.1250885,151.719875,3
-25.12547,151.7193989,3
-25.1242604,151.7221865,3
-25.1167139,151.7247243,3
