-24.9158511,151.9281969,1
-24.9208587,151.9371144,2
-24.925991,151.9340919,3
-24.924378,151.9460397,4
-24.9277685,151.9507579,5
-24.939575,151.9482552,6
-24.9434492,151.9480619,7
-24.94276798,151.9440664,8
-24.9398184,151.9374789,9
-24.9468345,151.9358052,10
-24.9489551,151.9372944,11
-24.9491217,151.9388882,12
-24.9538051,151.9352489,13
-24.95911603,151.9419534,14
-24.96131592,151.9429732,15
-24.9640867,151.9450226,16
-24.96727521,151.9429635,17
-24.967977,151.9374197,18
-24.9704624,151.9378823,19
-24.9718608,151.937423,20
-24.9737218,151.9369028,21
-24.9744165,151.9423789,22
-24.98206839,151.9381207,23
-24.9859769,151.9388467,24
-24.9875761,151.9362266,25
-24.9878525,151.9425877,26
-24.9886853,151.9496606,27
-24.9754762,151.9518659,28
-24.9718359,151.9507618,29
-24.962884,151.9378712,30
-24.9567032,151.9451707,31
-24.9521434,151.9530331,32
-24.96003004,151.9275351,33
-24.9616479,151.9249351,34
-24.9588441,151.9235027,35
-24.9626221,151.9202837,36
-24.9635606,151.9185888,37
-24.9606498,151.9156373,38
-24.9620896,151.9103712,39
-24.96624532,151.9114634,40
-24.9666211,151.9065963,41
-24.96223056,151.9026495,42
-24.95946289,151.902879,43
-24.9589037,151.9058471,44
-24.9564341,151.9046372,45
-24.9461612,151.9068584,46
-24.94523,151.9135015,47
-24.9415245,151.9156391,48
-24.9398878,151.9119857,49
-24.9339316,151.9093372,50
-24.9317045,151.9088768,51
-24.9268735,151.9087353,52
-24.9266981,151.9045059,53
-24.9334052,151.8966502,54
-24.9327251,151.8916693,55
-24.93263285,151.8911378,56
-24.932077,151.8904294,57
-24.9353641,151.8856478,58
-24.9304131,151.8815276,59
-24.9299495,151.8790216,60
-24.9274627,151.8767916,61
-24.9268168,151.8750144,62
-24.93020762,151.872127,63
-24.9314354,151.8747831,64
-24.9350994,151.8710418,65
-24.93834102,151.8717179,66
-24.9402418,151.8719414,67
-24.9433659,151.8739836,68
-24.9507049,151.8754845,69
-24.94975314,151.8803488,70
-24.9491408,151.8826794,71
-24.9462344,151.8828136,72
-24.94411769,151.8872679,73
-24.9474857,151.8886425,74
-24.94829447,151.8907212,75
-24.9516856,151.8938908,76
-24.950256,151.894991,77
-24.9451002,151.8962891,78
-24.94321306,151.8952035,79
-24.9421495,151.9014124,80
-24.95489131,151.8923259,81
-24.95617886,151.8939077,82
-24.9541061,151.8891404,83
-24.9563076,151.8873865,84
-24.9521316,151.8865617,85
-24.9556456,151.8813163,86
-24.95647082,151.8818243,87
-24.9607737,151.8901076,88
-24.9657591,151.8952546,89
-24.9730035,151.8959103,90
-24.97390069,151.8940607,91
-24.9759956,151.9008981,92
-24.9753827,151.9050336,93
-24.9754544,151.9083696,94
-24.9723651,151.9140663,95
-24.9698207,151.9161862,96
-24.974243,151.9222092,97
-24.9751796,151.9293218,98
-24.9780943,151.9287615,99
-24.98005183,151.9326747,100
-24.981752,151.933491,101
-24.98758069,151.9296008,102
-24.9889507,151.9291436,103
-24.99213696,151.9280792,104
-24.9923578,151.9293196,105
-24.9959709,151.9337627,106
-25.0019192,151.9396263,107
-25.0051433,151.9411757,108
-25.0015487,151.9453825,109
-25.0028791,151.9505207,110
-25.012769,151.9545391,111
-25.0136598,151.9451873,112
-25.014136,151.945031,113
-25.0145466,151.9366346,114
-25.0177963,151.9323725,115
-25.0116868,151.9289983,116
-25.0066192,151.9253093,117
-25.00410039,151.9244718,118
-25.0050602,151.9193558,119
-25.0036653,151.9191522,120
-25.0034315,151.9129254,121
-24.9982843,151.9147931,122
-24.9979295,151.9086723,123
-24.9906806,151.9096237,124
-24.9910489,151.9060747,125
-24.9926873,151.8981685,126
-24.99120493,151.8968684,127
-24.9861153,151.8933995,128
-24.9847946,151.8867509,129
-24.9807255,151.8892574,130
-24.981004,151.8982964,131
-24.9807571,151.9035828,132
-24.9813989,151.9050821,133
-24.9850717,151.9142153,134
-24.98593698,151.9175693,135
-24.98929488,151.9186907,136
-24.9895488,151.9209851,137
-24.98902463,151.9224075,138
-24.9883058,151.9221002,139
-24.98644762,151.921907,140
-24.9836967,151.9225234,141
-24.99452242,151.9219601,142
-24.99777966,151.9246437,143
-25.0106433,151.9126845,144
-25.0157378,151.9186018,145
-25.0158082,151.9196485,146
-25.0211307,151.9191329,147
-25.021008,151.9168905,148
-25.026216,151.9169819,149
-25.025416,151.9237248,150
-25.0268109,151.9350696,151
-25.0275814,151.9396718,152
-25.0266471,151.9402196,153
-25.0279279,151.9457751,154
-25.0359188,151.9377361,155
-25.0278602,151.9086873,156
-25.0281128,151.9063615,157
-25.0319526,151.9005072,158
-25.0372254,151.9002478,159
-25.0355798,151.8893978,160
-25.03106906,151.8901609,161
-25.02651151,151.8876777,162
-25.0276241,151.8852921,163
-25.02913333,151.8837208,164
-25.0313628,151.881288,165
-25.0333264,151.8852816,166
-25.02617311,151.8773785,167
-25.0226506,151.8757537,168
-25.01606181,151.8759777,169
-25.0138145,151.8796428,170
-25.0145569,151.8821835,171
-25.0187379,151.885315,172
-25.01825451,151.8917784,173
-25.01865606,151.8953986,174
-25.0193201,151.897024,175
-25.02299079,151.8955992,176
-25.0229423,151.8934923,177
-25.02515002,151.8925523,178
-25.0149178,151.8941151,179
-25.0150972,151.899062,180
-25.012862,151.90072,181
-25.0073088,151.9021289,182
-25.0003334,151.8979849,183
-24.99987799,151.8959369,184
-25.00081754,151.8917648,185
-25.00059925,151.8912055,186
-24.998989,151.8908147,187
-24.99802081,151.8902115,188
-25.0020897,151.8889253,189
-25.0060685,151.8834149,190
-25.00612861,151.8775405,191
-25.00107575,151.8723072,192
-24.9975574,151.8745567,193
-24.9975142,151.8749101,194
-24.99451692,151.8719304,195
-24.9942695,151.8716864,196
-24.99428511,151.8667019,197
-24.9940358,151.8648295,198
-24.99083625,151.8627336,199
-24.9970954,151.8616212,200
-25.002006,151.8646621,201
-25.0011428,151.8675104,202
-25.0032671,151.8683019,203
-25.0103988,151.8622427,204
-25.0072347,151.8572295,205
-25.0099676,151.8541347,206
-25.01142729,151.8545445,207
-25.0181117,151.8567394,208
-25.0202819,151.8575348,209
-25.02154482,151.8584151,210
-25.02259466,151.8537904,211
-25.02540505,151.8539417,212
-25.02925143,151.8547442,213
-25.0315688,151.8541836,214
-25.0323349,151.8558923,215
-25.03337543,151.8536375,216
-25.0333685,151.8498546,217
-25.03719923,151.8483418,218
-25.03840719,151.8489309,219
-25.0407244,151.845361,220
-25.0430142,151.8410399,221
-25.040406,151.8396669,222
-25.04674518,151.8358237,223
-25.0475958,151.8363747,224
-25.05061479,151.838752,225
-25.0524175,151.8379729,226
-25.0510257,151.8417141,227
-25.05018673,151.8456501,228
-25.04709804,151.847762,229
-25.0488301,151.8539497,230
-25.04389674,151.855094,231
-25.04034752,151.8529244,232
-25.0394685,151.8578863,233
-25.0375185,151.8583825,234
-25.0379491,151.8630045,235
-25.0359769,151.8628461,236
-25.0392539,151.865985,237
-25.0431848,151.8649963,238
-25.0445452,151.863106,239
-25.04798106,151.8613062,240
-25.0531565,151.8611688,241
-25.0577224,151.8611589,242
-25.0603397,151.8589499,243
-25.0653544,151.8605807,244
-25.067792,151.8599133,245
-25.0727521,151.861509,246
-25.0684328,151.8674982,247
-25.063673,151.8678313,248
-25.0542871,151.8721571,249
-25.0557944,151.8551747,250
-25.0648043,151.849192,251
-25.0673009,151.8504468,252
-25.0717194,151.844659,253
-25.0683359,151.8407437,254
-25.072572,151.8395078,255
-25.0763962,151.8341224,256
-25.0793079,151.8348552,257
-25.0864877,151.8306866,258
-25.0864504,151.8292827,259
-25.08837252,151.8249388,260
-25.09162921,151.8241285,261
-25.0927268,151.8244289,262
-25.096625,151.8234755,263
-25.09885821,151.8234684,264
-25.0999964,151.8221004,265
-25.10144877,151.8230136,266
-25.10261874,151.8219948,267
-25.1037523,151.8232295,268
-25.105322,151.8225969,269
-25.11021591,151.8263119,270
-25.1148666,151.8259014,271
-25.1133252,151.8224123,272
-25.1109343,151.8150333,273
-25.1172852,151.8142293,274
-25.1196946,151.8058875,275
-25.1201762,151.8058306,276
-25.1223534,151.8046552,277
-25.1303749,151.80523,278
-25.1330619,151.8093031,279
